year,key,province,district_number,winner_party,votes_rk1,share_rk1,share_rk2,share_rk3,share_others,enc,n_candidates,share_rk1_cand,margin12_cand,threshold
2569,อุบลราชธานี_10,อุบลราชธานี,10,ไทรวมพลัง,59424,0.7064865893094922,0.08399514932470992,0.07975080844588169,0.04644997146661594,1.635633924471603,6,0.7706993152106246,0.6790698277650965,0.75
2569,อุบลราชธานี_11,อุบลราชธานี,11,ภูมิใจไทย,54260,0.6749427803761568,0.14001393173450094,0.05307742063886954,0.06256841476763857,1.8067637181028597,7,0.7252750190474917,0.5748198842447169,0.75
2569,อุบลราชธานี_2,อุบลราชธานี,2,ไทรวมพลัง,33858,0.3992641596207592,0.3691347979387036,0.1017912524616455,0.07330102239360385,2.894038707970671,10,0.42317739254333886,0.031933907435413515,0.75
2569,อุบลราชธานี_5,อุบลราชธานี,5,ภูมิใจไทย,46827,0.6279939918997934,0.14959901295496608,0.10350561918300566,0.057184239465708234,2.052991294165171,7,0.6693013549825625,0.5098622148533531,0.75
2569,อุบลราชธานี_6,อุบลราชธานี,6,เพื่อไทย,31887,0.39817936614969657,0.37653904747633676,0.11259708798481556,0.04397992058140406,2.7613897598745805,6,0.4275543041029767,0.023236792705819253,0.75
2569,อุบลราชธานี_7,อุบลราชธานี,7,ภูมิใจไทย,42705,0.49568790407762936,0.38523324782654117,0.0672640534862396,0.01287244785439857,2.3166504922846065,8,0.5157733278581609,0.11493031232638469,0.75
2569,อุบลราชธานี_8,อุบลราชธานี,8,ภูมิใจไทย,32711,0.4158530383930842,0.3649504195270786,0.1097254004576659,0.05612763793541826,2.807369631060864,10,0.43928609798023205,0.05377094972067039,0.75
2569,อ่างทอง_1,อ่างทอง,1,ภูมิใจไทย,52703,0.6545330352707401,0.2101713859910581,0.04978887232985594,0.017237953303527075,1.8269250919439985,6,0.7024912360209535,0.47692041107393734,0.75
2569,อ่างทอง_2,อ่างทอง,2,ภูมิใจไทย,57385,0.7000988202569327,0.16180902070345382,0.04829992557980651,0.013566435272731709,1.644751701633802,4,0.7578679063379072,0.5827071144626844,0.75
2569,เชียงราย_1,เชียงราย,1,เพื่อไทย,40692,0.4263755147374708,0.3255760344520469,0.07998994100820436,0.07198466003751165,2.764490628453262,9,0.4716928640979274,0.11151295961422544,0.75
2569,เพชรบุรี_1,เพชรบุรี,1,ภูมิใจไทย,58584,0.6391167743061617,0.1900091639029499,0.05721984639553151,0.017313230930354338,1.8221666930517617,4,0.7072543551483105,0.49698791544432774,0.75
2569,เพชรบุรี_2,เพชรบุรี,2,ภูมิใจไทย,63365,0.6476191449567164,0.17080424762118904,0.04041167993622436,0.048628925932361025,1.8239414643217595,5,0.7136582234285779,0.5254367095023033,0.75
2569,เพชรบุรี_3,เพชรบุรี,3,ภูมิใจไทย,67129,0.6968938811951083,0.12991300375807155,0.03816207462159749,0.05537445757116459,1.67698771185471,6,0.7572106978895243,0.6160536022469629,0.75
2569,เพชรบูรณ์_1,เพชรบูรณ์,1,ภูมิใจไทย,48580,0.5714420147506852,0.25130274193358665,0.03777069389387505,0.04825144389681578,2.1074444414212046,7,0.628810334338636,0.35227875791190444,0.75
2569,เพชรบูรณ์_2,เพชรบูรณ์,2,ภูมิใจไทย,38334,0.4287008353929254,0.41757344635927485,0.08163813059864235,0.02805891365369776,2.503877853708894,10,0.44844528672703027,0.011639877401090288,0.75
2569,เพชรบูรณ์_4,เพชรบูรณ์,4,ภูมิใจไทย,44994,0.6601135546720265,0.13848094951658574,0.07856398820439842,0.05143703877583956,1.8683288466561365,11,0.7108730685373021,0.5617436091888647,0.75
2569,เพชรบูรณ์_5,เพชรบูรณ์,5,ภูมิใจไทย,42489,0.5567508779286127,0.20628701713926306,0.07590806646050631,0.058742596572147386,2.2422422645161624,7,0.6202049395691014,0.3904069597711216,0.75
2569,เพชรบูรณ์_6,เพชรบูรณ์,6,ภูมิใจไทย,58578,0.67436452385338,0.16407257321790386,0.05293332105360103,0.03681617240744152,1.776677884511195,7,0.726539825862625,0.5497730260709944,0.75
2569,เลย_3,เลย,3,ภูมิใจไทย,47786,0.5828698282591726,0.1680937743950039,0.09029810694769712,0.06404908274785324,2.171939262764539,7,0.6438339553495641,0.45815874213497526,0.75
2569,แพร่_2,แพร่,2,ภูมิใจไทย,50300,0.6582994149903807,0.15257364970095147,0.11872946904160504,0.009750160321428104,1.8742895455613433,5,0.700801114594218,0.5383768721699757,0.75
2569,แม่ฮ่องสอน_1,แม่ฮ่องสอน,1,กล้าธรรม,33724,0.5229337881842147,0.2772212746162196,0.044689099085129476,0.051558381144363466,2.271712891864189,5,0.5833693715511425,0.27410956771436973,0.75
2566,กาฬสินธุ์_1,กาฬสินธุ์,1,เพื่อไทย,56569,0.5980189018330972,0.24355667378480664,0.041239402076241626,0.06717127936232742,2.1506325673614315,11,0.6295026874241901,0.37312353248834335,0.8
