district_id,year,region,province,district_number,district_label
PBI_1,2569,ภาคกลาง,เพชรบุรี,1,เพชรบุรี-1
PBI_2,2569,ภาคกลาง,เพชรบุรี,2,เพชรบุรี-2
PBI_3,2569,ภาคกลาง,เพชรบุรี,3,เพชรบุรี-3
PTN_1,2569,ภาคใต้,ปัตตานี,1,ปัตตานี-1
PKN_1,2569,ภาคกลาง,ประจวบคีรีขันธ์,1,ประจวบคีรีขันธ์-1
PKN_2,2569,ภาคกลาง,ประจวบคีรีขันธ์,2,ประจวบคีรีขันธ์-2
PKN_3,2569,ภาคกลาง,ประจวบคีรีขันธ์,3,ประจวบคีรีขันธ์-3
NST_1,2569,ภาคใต้,นครศรีธรรมราช,1,นครศรีธรรมราช-1
NST_2,2569,ภาคใต้,นครศรีธรรมราช,2,นครศรีธรรมราช-2
NST_3,2569,ภาคใต้,นครศรีธรรมราช,3,นครศรีธรรมราช-3
NST_4,2569,ภาคใต้,นครศรีธรรมราช,4,นครศรีธรรมราช-4
NST_5,2569,ภาคใต้,นครศรีธรรมราช,5,นครศรีธรรมราช-5
NST_6,2569,ภาคใต้,นครศรีธรรมราช,6,นครศรีธรรมราช-6
NST_7,2569,ภาคใต้,นครศรีธรรมราช,7,นครศรีธรรมราช-7
NST_8,2569,ภาคใต้,นครศรีธรรมราช,8,นครศรีธรรมราช-8
NST_9,2569,ภาคใต้,นครศรีธรรมราช,9,นครศรีธรรมราช-9
KBI_1,2569,ภาคใต้,กระบี่,1,กระบี่-1
KBI_2,2569,ภาคใต้,กระบี่,2,กระบี่-2
KBI_3,2569,ภาคใต้,กระบี่,3,กระบี่-3
PNA_1,2569,ภาคใต้,พังงา,1,พังงา-1
PNA_2,2569,ภาคใต้,พังงา,2,พังงา-2
PKT_1,2569,ภาคใต้,ภูเก็ต,1,ภูเก็ต-1
PKT_2,2569,ภาคใต้,ภูเก็ต,2,ภูเก็ต-2
PKT_3,2569,ภาคใต้,ภูเก็ต,3,ภูเก็ต-3
SNI_1,2569,ภาคใต้,สุราษฎร์ธานี,1,สุราษฎร์ธานี-1
SNI_2,2569,ภาคใต้,สุราษฎร์ธานี,2,สุราษฎร์ธานี-2
SNI_3,2569,ภาคใต้,สุราษฎร์ธานี,3,สุราษฎร์ธานี-3
SNI_4,2569,ภาคใต้,สุราษฎร์ธานี,4,สุราษฎร์ธานี-4
SNI_5,2569,ภาคใต้,สุราษฎร์ธานี,5,สุราษฎร์ธานี-5
SNI_6,2569,ภาคใต้,สุราษฎร์ธานี,6,สุราษฎร์ธานี-6
SNI_7,2569,ภาคใต้,สุราษฎร์ธานี,7,สุราษฎร์ธานี-7
RNG_1,2569,ภาคใต้,ระนอง,1,ระนอง-1
CPN_1,2569,ภาคใต้,ชุมพร,1,ชุมพร-1
CPN_2,2569,ภาคใต้,ชุมพร,2,ชุมพร-2
CPN_3,2569,ภาคใต้,ชุมพร,3,ชุมพร-3
SKA_1,2569,ภาคใต้,สงขลา,1,สงขลา-1
SKA_2,2569,ภาคใต้,สงขลา,2,สงขลา-2
SKA_3,2569,ภาคใต้,สงขลา,3,สงขลา-3
SKA_4,2569,ภาคใต้,สงขลา,4,สงขลา-4
SKA_5,2569,ภาคใต้,สงขลา,5,สงขลา-5
SKA_6,2569,ภาคใต้,สงขลา,6,สงขลา-6
SKA_7,2569,ภาคใต้,สงขลา,7,สงขลา-7
SKA_8,2569,ภาคใต้,สงขลา,8,สงขลา-8
SKA_9,2569,ภาคใต้,สงขลา,9,สงขลา-9
STN_1,2569,ภาคใต้,สตูล,1,สตูล-1
STN_2,2569,ภาคใต้,สตูล,2,สตูล-2
TRG_1,2569,ภาคใต้,ตรัง,1,ตรัง-1
TRG_2,2569,ภาคใต้,ตรัง,2,ตรัง-2
TRG_3,2569,ภาคใต้,ตรัง,3,ตรัง-3
TRG_4,2569,ภาคใต้,ตรัง,4,ตรัง-4
PLG_1,2569,ภาคใต้,พัทลุง,1,พัทลุง-1
PLG_2,2569,ภาคใต้,พัทลุง,2,พัทลุง-2
PLG_3,2569,ภาคใต้,พัทลุง,3,พัทลุง-3
PTN_3,2569,ภาคใต้,ปัตตานี,3,ปัตตานี-3
PTN_4,2569,ภาคใต้,ปัตตานี,4,ปัตตานี-4
PTN_5,2569,ภาคใต้,ปัตตานี,5,ปัตตานี-5
YLA_1,2569,ภาคใต้,ยะลา,1,ยะลา-1
YLA_2,2569,ภาคใต้,ยะลา,2,ยะลา-2
YLA_3,2569,ภาคใต้,ยะลา,3,ยะลา-3
NWT_1,2569,ภาคใต้,นราธิวาส,1,นราธิวาส-1
NWT_2,2569,ภาคใต้,นราธิวาส,2,นราธิวาส-2
NWT_3,2569,ภาคใต้,นราธิวาส,3,นราธิวาส-3
NWT_4,2569,ภาคใต้,นราธิวาส,4,นราธิวาส-4
NWT_5,2569,ภาคใต้,นราธิวาส,5,นราธิวาส-5
